price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,suburb_ranking
1200000,2021-11-26 00:00:00,Doonside,2,5,2,1214,House,13451,27612,5.958,-33.76242,150.87007,44,0.1,220.1,33.46,398.0
1150000,2021-11-26 00:00:00,Mount Annan,2,4,2,1083,House,11703,43680,10.226,-34.06403,150.76318,115,0.1,220.1,46.81,395.0
1110000,2021-11-26 00:00:00,Menai,1,3,2,287,Duplex,10304,43836,12.944,-34.0025,151.00275,66,0.1,220.1,24.47,272.0
1060000,2021-11-26 00:00:00,Alexandria,2,3,2,126,Apartment / Unit / Flat,8262,69732,3.516,-33.9082,151.19191,9,0.1,220.1,5.06,267.0
1060000,2021-11-26 00:00:00,Petersham,2,2,1,109,Apartment / Unit / Flat,8116,52884,1.287,-33.89452,151.1556,41,0.1,220.1,5.99,233.0
1050000,2021-11-26 00:00:00,Wentworth Point,2,3,2,166,Apartment / Unit / Flat,6994,56524,0.574,-33.82839,151.07771,4,0.1,220.1,12.9,378.0
1005000,2021-11-26 00:00:00,Burwood,2,2,2,134,Apartment / Unit / Flat,16030,24856,2.435,-33.87838,151.10412,33,0.1,220.1,9.9,270.0
1000000,2021-11-26 00:00:00,Punchbowl,1,3,3,461,House,20236,22048,4.323,-33.92907,151.05159,22,0.1,220.1,16.27,424.0
12000000,2021-11-27 00:00:00,Pymble,6,6,6,2790,House,11051,53300,6.568,-33.74511,151.1397,130,0.1,220.1,14.82,227.0
4505000,2021-11-27 00:00:00,Northbridge,2,4,2,664,House,6347,60060,2.728,-33.8112,151.2183,87,0.1,220.1,6.03,24.0
4025000,2021-11-27 00:00:00,Turramurra,2,5,2,930,House,11919,49920,6.001,-33.73444,151.12793,183,0.1,220.1,16.36,105.0
3730000,2021-11-27 00:00:00,Gladesville,2,3,1,881,House,11827,48568,3.507,-33.82789,151.12645,46,0.1,220.1,8.76,122.0
3420000,2021-11-27 00:00:00,Sylvania Waters,3,3,2,670,House,3169,39572,1.06,-34.01864,151.11234,1,0.1,220.1,19.27,341.0
3255000,2021-11-27 00:00:00,Mosman,2,5,1,411,House,28475,67340,8.65,-33.82846,151.24866,26,0.1,220.1,5.42,17.0
3175000,2021-11-27 00:00:00,North Narrabeen,2,4,2,1869,House,5852,43836,2.536,-33.70323,151.29673,6,0.1,220.1,19.68,53.0
3170000,2021-11-27 00:00:00,Avalon Beach,2,4,2,917,House,9905,43628,5.131,-33.62899,151.32686,46,0.1,220.1,28.35,96.0
3120000,2021-11-27 00:00:00,North Curl Curl,2,4,2,405,House,4117,48152,1.215,-33.76314,151.29088,14,0.1,220.1,13.57,143.0
2850000,2021-11-27 00:00:00,Marsfield,2,4,2,950,House,13297,32448,3.863,-33.77752,151.10509,87,0.1,220.1,13.73,164.0
2565000,2021-11-27 00:00:00,Epping,3,4,2,967,House,23688,37024,6.838,-33.77377,151.07681,101,0.1,220.1,15.95,202.0
2555000,2021-11-27 00:00:00,Sylvania,2,5,2,929,House,10479,37284,3.376,-34.01392,151.10109,20,0.1,220.1,19.33,151.0
2550000,2021-11-27 00:00:00,Five Dock,1,3,2,385,House,9356,45552,2.449,-33.86665,151.12685,16,0.1,220.1,7.69,241.0
2534000,2021-11-27 00:00:00,Naremburn,1,3,1,373,House,5884,67184,1.25,-33.81731,151.20149,77,0.1,220.1,5.36,33.0
2450000,2021-11-27 00:00:00,Ryde,2,4,1,486,House,26499,39312,7.096,-33.8078,151.11399,58,0.1,220.1,10.92,210.0
2445000,2021-11-27 00:00:00,Enmore,2,4,1,196,House,3880,53872,0.442,-33.90021,151.16983,30,0.1,220.1,5.37,263.0
2411000,2021-11-27 00:00:00,Illawong,3,4,4,688,House,7271,44096,4.76,-33.99893,151.04011,79,0.1,220.1,21.6,92.0
2400000,2021-11-27 00:00:00,Rozelle,1,3,0,196,House,8725,75764,1.834,-33.86465,151.17428,17,0.1,220.1,3.3,110.0
2400000,2021-11-27 00:00:00,Ryde,3,4,2,667,House,26499,39312,7.096,-33.8078,151.11399,58,0.1,220.1,10.92,210.0
2400000,2021-11-27 00:00:00,Pymble,2,4,2,980,House,11051,53300,6.568,-33.74511,151.1397,130,0.1,220.1,14.82,227.0
2390000,2021-11-27 00:00:00,Kingsgrove,2,3,4,835,House,12446,30576,4.491,-33.93971,151.09956,19,0.1,220.1,13.14,268.0
2370000,2021-11-27 00:00:00,Cheltenham,3,4,2,758,House,2243,48152,1.654,-33.75721,151.0782,110,0.1,220.1,17.09,135.0
2357000,2021-11-27 00:00:00,North Narrabeen,2,3,4,846,House,5852,43836,2.536,-33.70323,151.29673,6,0.1,220.1,19.68,53.0
2355500,2021-11-27 00:00:00,Ermington,3,5,2,427,House,10737,33644,4.135,-33.8105,151.06162,40,0.1,220.1,15.0,361.0
2350000,2021-11-27 00:00:00,West Ryde,2,3,6,588,House,13394,38584,3.566,-33.8063,151.08417,35,0.1,220.1,13.34,139.0
2350000,2021-11-27 00:00:00,Marsfield,2,6,2,613,House,13297,32448,3.863,-33.77752,151.10509,87,0.1,220.1,13.73,164.0
2300000,2021-11-27 00:00:00,Cherrybrook,3,4,2,745,House,18765,39936,8.26,-33.72178,151.04593,156,0.1,220.1,21.99,203.0
2300000,2021-11-27 00:00:00,Connells Point,2,6,2,442,House,2829,44200,1.035,-33.98536,151.09431,16,0.1,220.1,17.09,158.0
2300000,2021-11-27 00:00:00,Glebe,3,4,0,311,House,11532,43368,1.693,-33.87781,151.18626,29,0.1,220.1,2.6,60.0
2250000,2021-11-27 00:00:00,Randwick,1,2,1,234,House,29986,57460,5.308,-33.91839,151.24013,68,0.1,220.1,6.53,86.0
2225000,2021-11-27 00:00:00,Carlingford,3,6,2,740,House,24394,33696,8.528,-33.77523,151.0454,102,0.1,220.1,18.2,200.0
2210000,2021-11-27 00:00:00,Concord,2,3,2,234,Semi-Detached,14533,39052,5.058,-33.85608,151.10677,6,0.1,220.1,9.6,185.0
2205000,2021-11-27 00:00:00,Asquith,3,7,3,673,House,3376,40924,3.502,-33.68827,151.11987,153,0.1,220.1,21.32,130.0
2205000,2021-11-27 00:00:00,Frenchs Forest,1,3,2,721,House,13473,44876,8.643,-33.75137,151.22303,148,0.1,220.1,12.68,75.0
2170000,2021-11-27 00:00:00,Ryde,2,3,1,474,House,26499,39312,7.096,-33.8078,151.11399,58,0.1,220.1,10.92,210.0
2100000,2021-11-27 00:00:00,Bardwell Park,2,3,2,506,House,2242,40040,0.956,-33.93591,151.12536,31,0.1,220.1,11.08,117.0
2100000,2021-11-27 00:00:00,Carlingford,2,4,2,784,House,24394,33696,8.528,-33.77523,151.0454,102,0.1,220.1,18.2,200.0
2075000,2021-11-27 00:00:00,Dundas Valley,3,4,6,380,Semi-Detached,5412,32188,1.785,-33.79216,151.05607,59,0.1,220.1,16.38,359.0
2025000,2021-11-27 00:00:00,Ermington,1,3,4,923,House,10737,33644,4.135,-33.8105,151.06162,40,0.1,220.1,15.0,361.0
1916000,2021-11-27 00:00:00,Como,3,4,2,594,House,3977,49296,1.598,-34.00258,151.0648,42,0.1,220.1,20.31,68.0
1810000,2021-11-27 00:00:00,Sans Souci,3,4,2,569,House,10304,37336,3.065,-33.99452,151.13524,3,0.1,220.1,15.92,317.0
1800000,2021-11-27 00:00:00,Auburn,4,7,4,637,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,306.0
1800000,2021-11-27 00:00:00,Windsor,1,3,2,1163,House,1891,31824,4.134,-33.61162,150.82113,9,0.1,220.1,45.7,300.0
1800000,2021-11-27 00:00:00,Bankstown,3,5,2,700,House,32113,23556,6.393,-33.91991,151.03125,21,0.1,220.1,17.61,280.0
1735000,2021-11-27 00:00:00,Pyrmont,2,3,2,165,Apartment / Unit / Flat,12813,57772,0.933,-33.86923,151.19249,27,0.1,220.1,1.67,36.0
1730000,2021-11-27 00:00:00,Silverwater,2,4,2,693,House,4166,37024,2.7,-33.83414,151.04521,7,0.1,220.1,15.62,307.0
1725000,2021-11-27 00:00:00,Botany,2,3,1,402,House,10817,46800,3.211,-33.94907,151.19881,6,0.1,220.1,9.37,374.0
1720000,2021-11-27 00:00:00,Kingswood,2,3,1,853,House,9301,33228,4.782,-33.76129,150.72784,42,0.1,220.1,46.09,368.0
1685000,2021-11-27 00:00:00,North Curl Curl,1,2,1,378,Semi-Detached,4117,48152,1.215,-33.76314,151.29088,14,0.1,220.1,13.57,143.0
1685000,2021-11-27 00:00:00,Lidcombe,2,4,2,607,House,19627,27248,6.805,-33.86491,151.04789,28,0.1,220.1,14.99,375.0
1630000,2021-11-27 00:00:00,Glebe,1,2,0,110,Terrace,11532,43368,1.693,-33.87781,151.18626,29,0.1,220.1,2.6,60.0
1620000,2021-11-27 00:00:00,Green Valley,1,3,0,1525,House,12516,26312,3.215,-33.90263,150.86967,73,0.1,220.1,31.75,482.0
1620000,2021-11-27 00:00:00,Abbotsbury,3,5,2,667,House,4253,37492,4.979,-33.86513,150.85951,83,0.1,220.1,32.42,517.0
1610000,2021-11-27 00:00:00,Rydalmere,2,3,2,651,House,6642,33540,3.8,-33.81378,151.03784,13,0.1,220.1,16.91,324.0
1600000,2021-11-27 00:00:00,Panania,1,3,1,727,House,12419,34216,4.751,-33.95493,150.99524,18,0.1,220.1,22.21,197.0
1570000,2021-11-27 00:00:00,Rydalmere,2,3,3,518,House,6642,33540,3.8,-33.81378,151.03784,13,0.1,220.1,16.91,324.0
1545000,2021-11-27 00:00:00,Fairfield West,3,5,2,611,House,11575,22620,3.217,-33.87024,150.92391,26,0.1,220.1,26.47,433.0
1533000,2021-11-27 00:00:00,Hurstville,1,3,2,455,House,29822,25116,4.226,-33.96268,151.1006,64,0.1,220.1,14.81,232.0
1513000,2021-11-27 00:00:00,Petersham,2,2,1,188,House,8116,52884,1.287,-33.89452,151.1556,41,0.1,220.1,5.99,233.0
1510000,2021-11-27 00:00:00,Rouse Hill,2,4,2,540,House,7965,45812,10.638,-33.67757,150.91278,45,0.1,220.1,34.5,421.0
1455000,2021-11-27 00:00:00,Kirrawee,1,3,1,569,House,9278,39052,3.553,-34.0332,151.07224,96,0.1,220.1,22.57,62.0
1442000,2021-11-27 00:00:00,Putney,1,2,2,277,House,4107,44876,1.508,-33.8268,151.10602,35,0.1,220.1,10.51,224.0
1435000,2021-11-27 00:00:00,Ashfield,2,4,1,269,Townhouse,23841,35412,3.414,-33.88947,151.12753,38,0.1,220.1,8.08,208.0
1435000,2021-11-27 00:00:00,Lidcombe,3,5,1,493,House,19627,27248,6.805,-33.86491,151.04789,28,0.1,220.1,14.99,375.0
1430000,2021-11-27 00:00:00,Bonnyrigg,4,6,2,823,House,8670,22204,3.042,-33.89333,150.88877,53,0.1,220.1,29.87,406.0
1400000,2021-11-27 00:00:00,Arncliffe,2,3,2,347,House,10590,32708,2.943,-33.93868,151.14572,32,0.1,220.1,10.09,330.0
1390000,2021-11-27 00:00:00,West Hoxton,3,4,2,790,House,10012,36764,6.708,-33.93142,150.83406,66,0.1,220.1,35.53,560.0
1350000,2021-11-27 00:00:00,Arncliffe,3,3,2,461,House,10590,32708,2.943,-33.93868,151.14572,32,0.1,220.1,10.09,330.0
1335000,2021-11-27 00:00:00,Mount Colah,1,3,1,813,House,7095,43056,11.062,-33.66638,151.12988,117,0.1,220.1,23.26,215.0
1305000,2021-11-27 00:00:00,Panania,1,3,1,557,House,12419,34216,4.751,-33.95493,150.99524,18,0.1,220.1,22.21,197.0
1275000,2021-11-27 00:00:00,Revesby,1,3,1,486,House,14176,31616,5.608,-33.94767,151.01233,14,0.1,220.1,20.44,355.0
1275000,2021-11-27 00:00:00,Doonside,1,3,2,1210,House,13451,27612,5.958,-33.76242,150.87007,44,0.1,220.1,33.46,398.0
1270000,2021-11-27 00:00:00,Milperra,1,3,1,556,House,3952,36244,5.371,-33.94109,150.98349,15,0.1,220.1,22.57,400.0
1245000,2021-11-27 00:00:00,Blacktown,3,6,4,1024,House,47176,31980,16.057,-33.77655,150.90338,72,0.1,220.1,30.03,349.0
1240000,2021-11-27 00:00:00,Granville,1,3,4,658,House,15332,26208,3.333,-33.83592,151.00745,20,0.1,220.1,19.01,262.0
1240000,2021-11-27 00:00:00,Merrylands West,2,3,1,606,House,6592,25116,1.735,-33.83772,150.96755,56,0.1,220.1,22.63,354.0
1236000,2021-11-27 00:00:00,Sefton,1,4,1,657,House,5808,24700,1.815,-33.88742,151.0104,39,0.1,220.1,18.62,352.0
1205000,2021-11-27 00:00:00,Greenacre,2,3,4,520,House,24373,22672,7.405,-33.8989,151.05729,37,0.1,220.1,14.61,445.0
1200000,2021-11-27 00:00:00,Revesby,2,4,2,263,Townhouse,14176,31616,5.608,-33.94767,151.01233,14,0.1,220.1,20.44,355.0
1200000,2021-11-27 00:00:00,Mount Annan,2,4,2,635,House,11703,43680,10.226,-34.06403,150.76318,115,0.1,220.1,46.81,395.0
1190000,2021-11-27 00:00:00,South Penrith,2,4,2,600,House,11790,37024,5.06,-33.7734,150.69863,50,0.1,220.1,48.41,332.0
1175000,2021-11-27 00:00:00,Fairfield,2,4,1,574,House,18081,20592,4.43,-33.86904,150.95102,17,0.1,220.1,23.96,314.0
1110000,2021-11-27 00:00:00,Green Valley,2,4,2,582,House,12516,26312,3.215,-33.90263,150.86967,73,0.1,220.1,31.75,482.0
1105000,2021-11-27 00:00:00,Punchbowl,2,4,2,454,House,20236,22048,4.323,-33.92907,151.05159,22,0.1,220.1,16.27,424.0
1100000,2021-11-27 00:00:00,Yagoona,1,3,2,575,House,18013,24284,4.618,-33.90422,151.02148,44,0.1,220.1,17.96,419.0
1060000,2021-11-27 00:00:00,Georges Hall,1,3,2,556,House,9038,29640,3.323,-33.90761,150.98902,23,0.1,220.1,20.97,399.0
1050000,2021-11-27 00:00:00,Bossley Park,1,3,1,554,House,14585,25012,4.536,-33.86202,150.88392,56,0.1,220.1,30.17,502.0
1035000,2021-11-27 00:00:00,Bonnyrigg Heights,2,3,2,568,House,7303,26416,2.154,-33.89103,150.87006,55,0.1,220.1,31.57,549.0
1010000,2021-11-27 00:00:00,Cecil Hills,2,4,2,421,House,7018,34944,6.218,-33.88752,150.84426,63,0.1,220.1,33.92,513.0
1000000,2021-11-27 00:00:00,Auburn,1,4,2,443,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,306.0
4000000,2021-11-28 00:00:00,Newport,3,5,2,699,House,9301,46852,3.812,-33.65717,151.31571,12,0.1,220.1,25.06,50.0
3410000,2021-11-28 00:00:00,Monterey,2,4,4,547,House,4532,37232,1.152,-33.97235,151.14822,5,0.1,220.1,13.19,385.0
2365000,2021-11-28 00:00:00,Turramurra,2,3,2,986,House,11919,49920,6.001,-33.73444,151.12793,183,0.1,220.1,16.36,105.0
2290000,2021-11-28 00:00:00,Hornsby,3,5,2,696,House,22168,38792,8.386,-33.69724,151.10055,187,0.1,220.1,21.2,47.0
1978000,2021-11-28 00:00:00,Zetland,1,2,1,152,House,10078,45604,0.805,-33.90769,151.2083,23,0.1,220.1,4.72,294.0
1450000,2021-11-28 00:00:00,Fairfield,1,4,2,850,House,18081,20592,4.43,-33.86904,150.95102,17,0.1,220.1,23.96,314.0
1245000,2021-11-28 00:00:00,Blacktown,2,5,2,812,House,47176,31980,16.057,-33.77655,150.90338,72,0.1,220.1,30.03,349.0
1200000,2021-11-28 00:00:00,Parklea,2,5,2,485,House,3465,43004,1.061,-33.72521,150.91722,81,0.1,220.1,31.23,523.0
1160000,2021-11-28 00:00:00,South Penrith,2,5,8,794,House,11790,37024,5.06,-33.7734,150.69863,50,0.1,220.1,48.41,332.0
3505000,2021-11-29 00:00:00,Ingleside,2,4,6,2131,House,974,42016,18.087,-33.68951,151.25697,143,0.1,220.1,19.96,174.0
3200000,2021-11-29 00:00:00,Balmain,3,3,1,139,House,10453,69784,1.538,-33.85833,151.18067,36,0.1,220.1,2.81,27.0
3200000,2021-11-29 00:00:00,Burraneer,3,4,2,664,House,3584,52728,1.448,-34.062,151.13762,24,0.1,220.1,22.83,309.0
3080000,2021-11-29 00:00:00,Wahroonga,3,5,1,1212,House,17371,47424,9.766,-33.72353,151.11725,194,0.1,220.1,17.9,161.0
2810000,2021-11-29 00:00:00,Ermington,3,5,2,853,House,10737,33644,4.135,-33.8105,151.06162,40,0.1,220.1,15.0,361.0
2800000,2021-11-29 00:00:00,Belmore,3,3,7,1012,House,12718,26208,2.731,-33.91942,151.08774,32,0.1,220.1,12.8,346.0
2730000,2021-11-29 00:00:00,Epping,2,4,2,1069,House,23688,37024,6.838,-33.77377,151.07681,101,0.1,220.1,15.95,202.0
2040000,2021-11-29 00:00:00,Epping,1,4,2,708,House,23688,37024,6.838,-33.77377,151.07681,101,0.1,220.1,15.95,202.0
2005000,2021-11-29 00:00:00,Sylvania,1,2,1,645,House,10479,37284,3.376,-34.01392,151.10109,20,0.1,220.1,19.33,151.0
2000000,2021-11-29 00:00:00,Homebush,2,3,3,392,House,7007,37908,2.503,-33.86058,151.07927,17,0.1,220.1,12.1,266.0
1870000,2021-11-29 00:00:00,Blaxland,2,5,2,1071,House,7451,40716,9.715,-33.74507,150.61818,237,0.1,220.1,56.39,115.0
1840000,2021-11-29 00:00:00,Pennant Hills,2,3,2,1638,House,7287,43472,6.123,-33.73636,151.07741,168,0.1,220.1,18.83,69.0
1780000,2021-11-29 00:00:00,North Rocks,2,4,2,708,House,7965,40092,5.462,-33.77572,151.01474,92,0.1,220.1,20.61,271.0
1750000,2021-11-29 00:00:00,Winston Hills,2,4,3,727,House,11674,40352,4.739,-33.77692,150.98008,77,0.1,220.1,23.42,274.0
1746000,2021-11-29 00:00:00,Winston Hills,2,3,2,721,House,11674,40352,4.739,-33.77692,150.98008,77,0.1,220.1,23.42,274.0
1625000,2021-11-29 00:00:00,Winmalee,3,5,2,848,House,6202,38740,9.058,-33.67971,150.61119,263,0.1,220.1,59.15,295.0
1620000,2021-11-29 00:00:00,Rockdale,2,3,1,346,Semi-Detached,15534,33852,2.477,-33.95426,151.1404,19,0.1,220.1,11.79,144.0
1612500,2021-11-29 00:00:00,Engadine,2,4,3,720,House,17375,41756,9.233,-34.05778,151.01793,147,0.1,220.1,27.77,51.0
1605000,2021-11-29 00:00:00,Stanhope Gardens,2,4,2,450,House,9163,45864,2.84,-33.71551,150.92733,64,0.1,220.1,30.99,525.0
1575000,2021-11-29 00:00:00,Woolloomooloo,2,2,1,117,Apartment / Unit / Flat,4011,57564,0.372,-33.8704,151.21848,8,0.1,220.1,0.99,25.0
1565000,2021-11-29 00:00:00,Winston Hills,2,4,2,696,House,11674,40352,4.739,-33.77692,150.98008,77,0.1,220.1,23.42,274.0
1537000,2021-11-29 00:00:00,Botany,2,3,0,252,Semi-Detached,10817,46800,3.211,-33.94907,151.19881,6,0.1,220.1,9.37,374.0
1500000,2021-11-29 00:00:00,Pendle Hill,3,6,2,466,House,7247,30680,1.964,-33.80402,150.95535,52,0.1,220.1,24.52,305.0
1500000,2021-11-29 00:00:00,Revesby,2,3,4,803,House,14176,31616,5.608,-33.94767,151.01233,14,0.1,220.1,20.44,355.0
1472000,2021-11-29 00:00:00,Acacia Gardens,3,4,2,600,House,3798,47060,1.001,-33.73411,150.91377,88,0.1,220.1,31.04,491.0
1450000,2021-11-29 00:00:00,Beaumont Hills,2,4,2,605,House,9042,46488,3.19,-33.69788,150.94161,67,0.1,220.1,31.01,446.0
1450000,2021-11-29 00:00:00,Zetland,2,2,1,182,Apartment / Unit / Flat,10078,45604,0.805,-33.90769,151.2083,23,0.1,220.1,4.72,294.0
1440000,2021-11-29 00:00:00,Glenmore Park,2,4,5,828,House,23004,45916,9.74,-33.79317,150.68049,54,0.1,220.1,49.65,484.0
1410000,2021-11-29 00:00:00,Chipping Norton,2,4,2,698,House,9001,35880,7.133,-33.91492,150.95681,9,0.1,220.1,24.05,384.0
1390000,2021-11-29 00:00:00,Faulconbridge,3,5,2,2018,House,4025,41184,14.932,-33.68513,150.55384,405,0.1,220.1,63.97,175.0
1300000,2021-11-29 00:00:00,Revesby Heights,1,3,2,588,House,1667,44564,0.801,-33.96919,151.01822,36,0.1,220.1,21.15,371.0
1200000,2021-11-29 00:00:00,Moorebank,2,4,2,375,House,9747,38792,12.516,-33.94248,150.94138,15,0.1,220.1,26.27,458.0
1150000,2021-11-29 00:00:00,Auburn,1,3,1,493,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,220.1,16.83,306.0
1120000,2021-11-29 00:00:00,Wentworthville,1,3,1,664,House,11318,34320,3.101,-33.80641,150.96973,26,0.1,220.1,23.17,276.0
1115000,2021-11-29 00:00:00,Mount Annan,2,4,2,527,House,11703,43680,10.226,-34.06403,150.76318,115,0.1,220.1,46.81,395.0
1090000,2021-11-29 00:00:00,Wentworth Point,2,3,2,132,Apartment / Unit / Flat,6994,56524,0.574,-33.82839,151.07771,4,0.1,220.1,12.9,378.0
1076000,2021-11-29 00:00:00,Seven Hills,1,3,2,642,House,19326,33540,9.629,-33.77743,150.94272,38,0.1,220.1,26.58,370.0
1072000,2021-11-29 00:00:00,Bligh Park,2,6,1,707,House,6366,41288,2.115,-33.63844,150.80041,22,0.1,220.1,45.52,557.0
1060000,2021-11-29 00:00:00,Narellan Vale,2,4,2,502,House,7193,40352,2.481,-34.05177,150.74372,98,0.1,220.1,47.8,558.0
1000000,2021-11-29 00:00:00,Cambridge Gardens,3,5,1,652,House,2014,39000,0.773,-33.73808,150.72065,52,0.1,220.1,47.45,430.0
8400000,2021-11-30 00:00:00,Whale Beach,6,6,4,2175,House,253,63128,0.497,-33.6134,151.33282,1,0.1,220.1,30.16,99.0
6260000,2021-11-30 00:00:00,Dover Heights,2,4,2,645,House,3802,59540,0.947,-33.87402,151.28116,83,0.1,220.1,6.67,225.0
4280000,2021-11-30 00:00:00,Wahroonga,4,5,2,771,House,17371,47424,9.766,-33.72353,151.11725,194,0.1,220.1,17.9,161.0
3180000,2021-11-30 00:00:00,North Ryde,3,5,2,480,House,10860,36712,5.36,-33.79673,151.1332,59,0.1,220.1,10.39,277.0
3000000,2021-11-30 00:00:00,Newport,3,3,3,759,House,9301,46852,3.812,-33.65717,151.31571,12,0.1,220.1,25.06,50.0
3000000,2021-11-30 00:00:00,Turramurra,1,3,2,767,House,11919,49920,6.001,-33.73444,151.12793,183,0.1,220.1,16.36,105.0
2400000,2021-11-30 00:00:00,Stanmore,3,4,2,221,House,7938,55484,1.218,-33.8937,151.16537,29,0.1,220.1,5.2,212.0
2398000,2021-11-30 00:00:00,Bella Vista,3,4,2,877,House,7837,43784,3.8,-33.74234,150.95464,101,0.1,220.1,27.28,427.0
2310000,2021-11-30 00:00:00,Rozelle,2,3,0,154,House,8725,75764,1.834,-33.86465,151.17428,17,0.1,220.1,3.3,110.0
2280000,2021-11-30 00:00:00,Haymarket,2,2,1,111,Apartment / Unit / Flat,7353,24076,0.518,-33.88148,151.20456,27,0.1,220.1,1.88,90.0
2275000,2021-11-30 00:00:00,Elanora Heights,2,4,2,883,House,4357,44460,3.877,-33.70172,151.27318,105,0.1,220.1,19.05,273.0
2200000,2021-11-30 00:00:00,Cherrybrook,2,4,2,732,House,18765,39936,8.26,-33.72178,151.04593,156,0.1,220.1,21.99,203.0
2120000,2021-11-30 00:00:00,Mount Riverview,3,5,5,1518,House,3034,41704,3.009,-33.72773,150.63789,238,0.1,220.1,55.12,367.0
2110000,2021-11-30 00:00:00,Cherrybrook,2,4,2,774,House,18765,39936,8.26,-33.72178,151.04593,156,0.1,220.1,21.99,203.0
2050000,2021-11-30 00:00:00,Gymea Bay,3,4,1,464,Semi-Detached,6892,44460,2.405,-34.04951,151.08733,67,0.1,220.1,23.38,238.0
2050000,2021-11-30 00:00:00,Harrington Park,4,6,3,981,House,10663,44668,8.004,-34.02561,150.73523,74,0.1,220.1,47.35,483.0
2025000,2021-11-30 00:00:00,Marsfield,2,3,2,575,House,13297,32448,3.863,-33.77752,151.10509,87,0.1,220.1,13.73,164.0
2000000,2021-11-30 00:00:00,Caringbah South,2,4,2,314,Semi-Detached,12242,42172,4.092,-34.05314,151.1205,52,0.1,220.1,22.43,377.0
1950000,2021-11-30 00:00:00,Ashbury,1,3,1,442,House,3329,38636,1.031,-33.90113,151.11777,21,0.1,220.1,9.41,372.0
1930000,2021-11-30 00:00:00,Castle Hill,2,4,2,766,House,39594,40924,18.81,-33.72933,150.99777,112,0.1,220.1,24.76,218.0
1800000,2021-11-30 00:00:00,Leichhardt,2,2,0,215,House,14625,56784,2.595,-33.88143,151.15595,31,0.1,220.1,5.31,190.0
1780000,2021-11-30 00:00:00,Hurstville,1,3,1,531,House,29822,25116,4.226,-33.96268,151.1006,64,0.1,220.1,14.81,232.0
1710000,2021-11-30 00:00:00,Mascot,1,3,0,351,House,14772,41912,11.961,-33.9466,151.18371,3,0.1,220.1,9.35,520.0
1680000,2021-11-30 00:00:00,Bangor,3,5,2,831,House,5568,44096,3.922,-34.01671,151.03226,100,0.1,220.1,23.5,186.0
1655000,2021-11-30 00:00:00,Winston Hills,1,3,1,708,House,11674,40352,4.739,-33.77692,150.98008,77,0.1,220.1,23.42,274.0
1612000,2021-11-30 00:00:00,Marsfield,2,4,2,273,Townhouse,13297,32448,3.863,-33.77752,151.10509,87,0.1,220.1,13.73,164.0
1610000,2021-11-30 00:00:00,North Parramatta,2,4,3,822,House,13248,37908,5.243,-33.79411,151.0117,56,0.1,220.1,19.97,251.0
1600000,2021-11-30 00:00:00,West Ryde,1,3,0,196,House,13394,38584,3.566,-33.8063,151.08417,35,0.1,220.1,13.34,139.0
1550000,2021-11-30 00:00:00,Kellyville,2,4,2,765,House,27971,46228,18.645,-33.69583,150.95622,78,0.1,220.1,30.08,481.0
1500000,2021-11-30 00:00:00,Moorebank,3,5,2,450,House,9747,38792,12.516,-33.94248,150.94138,15,0.1,220.1,26.27,458.0
1400000,2021-11-30 00:00:00,Stanhope Gardens,2,4,2,450,House,9163,45864,2.84,-33.71551,150.92733,64,0.1,220.1,30.99,525.0
1400000,2021-11-30 00:00:00,Quakers Hill,3,5,2,595,House,27080,40196,9.727,-33.72826,150.88995,40,0.1,220.1,33.29,416.0
1380000,2021-11-30 00:00:00,Harrington Park,2,5,2,420,House,10663,44668,8.004,-34.02561,150.73523,74,0.1,220.1,47.35,483.0
1345000,2021-11-30 00:00:00,Spring Farm,3,5,2,450,House,4307,53196,6.357,-34.06839,150.72519,94,0.1,220.1,50.15,512.0
1200000,2021-11-30 00:00:00,St Marys,1,2,2,1077,House,12195,32760,9.696,-33.75951,150.77085,29,0.1,220.1,42.31,338.0
1180000,2021-11-30 00:00:00,Canley Vale,3,5,2,292,House,10216,20592,2.887,-33.88495,150.95058,11,0.1,220.1,24.09,350.0
1086000,2021-11-30 00:00:00,Roselands,2,4,2,474,House,11579,28288,2.745,-33.93329,151.07526,54,0.1,220.1,14.57,405.0
1080000,2021-11-30 00:00:00,Pemulwuy,2,4,1,310,House,5009,52832,3.777,-33.82108,150.92398,57,0.1,220.1,26.91,432.0
1080000,2021-11-30 00:00:00,Greystanes,2,4,2,550,House,22802,33800,8.969,-33.82378,150.93855,62,0.1,220.1,25.53,436.0
1060000,2021-11-30 00:00:00,Zetland,2,2,2,134,Apartment / Unit / Flat,10078,45604,0.805,-33.90769,151.2083,23,0.1,220.1,4.72,294.0
1050000,2021-11-30 00:00:00,Botany,2,3,2,189,Apartment / Unit / Flat,10817,46800,3.211,-33.94907,151.19881,6,0.1,220.1,9.37,374.0
1050000,2021-11-30 00:00:00,Northmead,1,3,2,481,Townhouse,11215,40924,4.286,-33.78379,150.99349,49,0.1,220.1,21.97,293.0
